,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
60,Algeria,DZA,GDP (current LCU),NY.GDP.MKTP.CN,13446652900.0,12020492300.0,9881251800.0,13344784400.0,14363469800.0,15484023800.0,15007967200.0,16642189300.0,19018281000.0,21018314800.0,24011524100.0,24942362600.0,30318497800.0,34504847400.0,55227170800.0,61444505600.0,73817292800.0,86966280200.0,104558936100.0,128096878600.0,162500001800.0,191400001500.0,207599992800.0,233699999700.0,267600003100.0,291300016100.0,299500011500.0,323699998700.0,349500014600.0,423300005900.0,555800002600.0,844499976200.0,1048200020000.0,1165999996900.0,1491500007400.0,1990600032300.0,2570000007200.0,2780199911400.0,2830500102100.0,3238198000000.0,4123514000000.0,4587607000000.0,4901720000000.0,5687158000000.0,6623355000000.0,7843981000000.0,8941655000000.0,9872971000000.0,11649694000000.0,10920163000000.0,13224716000000.0,15924670000000.0,17611810000000.0,18231035000000.0,19253765000000.0,18879025000000.0,19783349000000.0,21071656000000.0,22683845000000.0,23090099000000.0,20902124000000.0,25153206000000.0,32039527000000.0,33638264000000.0
61,East Asia & Pacific (excluding high income),EAP,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Early-demographic dividend,EAR,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,East Asia & Pacific,EAS,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Europe & Central Asia (excluding high income),ECA,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Europe & Central Asia,ECS,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Ecuador,ECU,GDP (current LCU),NY.GDP.MKTP.CN,1723727708.0,1606925599.0,1517480482.0,1823470010.0,2243071157.0,2385904000.0,2428145000.0,2552372000.0,2580943000.0,3110675000.0,2861132000.0,2752900000.0,3184460000.0,3889890000.0,6596096000.0,7727971000.0,9087566000.0,11021061000.0,11916787000.0,14168371000.0,17872943000.0,21800312000.0,19920300000.0,17144261000.0,16904408000.0,17140874000.0,15306803000.0,13938747000.0,13045630000.0,13884170000.0,15231973000.0,16980041000.0,18085191000.0,18929248000.0,22697319000.0,24420668000.0,25213780000.0,28147972000.0,27967906000.0,19635450000.0,17530685000.0,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,102717794000.0,97209558000.0,97671433000.0,104467486000.0,107478962000.0,107595829000.0,95865472000.0,107435101000.0,116586079000.0,118844826000.0
67,"Egypt, Arab Rep.",EGY,GDP (current LCU),NY.GDP.MKTP.CN,1464800000.0,1565200000.0,1632300000.0,1820500000.0,2047500000.0,2265500000.0,2445300000.0,2534800000.0,2539000000.0,2694600000.0,3201600000.0,3375700000.0,3597100000.0,3997000000.0,4441900000.0,5306600000.0,6704600000.0,8209900000.0,9769800000.0,12614400000.0,15602333887.0,16380700000.0,22456000000.0,26600000000.0,31600000000.0,37300000000.0,44100000000.0,51500000000.0,61600000000.0,77000000000.0,95800000000.0,112500000000.0,139100000000.0,155200000000.0,175000000000.0,204000000000.0,229400000000.0,265900000000.0,287400000000.0,307600000000.0,340100000000.0,358700000000.0,378900000000.0,417500000000.0,485300000000.0,538500000000.0,617700000000.0,744800000000.0,895500000000.0,1042200000000.0,1206600000000.0,1371100000000.0,1674700000000.0,1860400000000.0,2130000000000.0,2443900000000.0,2709400000000.0,3655900000000.0,4666200000000.0,5596000000000.0,6152600000000.0,6663100000000.0,7842500000000.0,10157360200000.0
68,Euro area,EMU,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Eritrea,ERI,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186700000.0,2446600000.0,3275200000.0,3699300000.0,4408600000.0,4942660000.0,5488489000.0,5616500000.0,6798819100.0,8508911500.0,10180013500.0,12077210600.0,15291082100.0,16880499400.0,18621613900.0,20263857800.0,21220402800.0,28546694100.0,24438800000.0,31749400000.0,,,,,,,,,,,,
70,Spain,ESP,GDP (current LCU),NY.GDP.MKTP.CN,4480370035.17475,5134371969.85562,5989554276.9537,7079338994.73371,7921415116.10796,9188135975.88671,10659347479.0186,12071564284.1407,13628567766.1121,15604367419.6116,17233435000.0,19449705000.0,22826535000.0,27519891000.0,33700808000.0,39569796000.0,47617701000.0,60419905000.0,73951474000.0,86508592000.0,100227580000.0,112457712000.0,129324214000.0,147254662000.0,166167054000.0,184638938000.0,211385847000.0,236373880000.0,263161791000.0,294888855000.0,328461005000.0,360182812000.0,387925332000.0,401343468000.0,426850858000.0,460259000000.0,488946000000.0,518971000000.0,555559000000.0,595242000000.0,647569000000.0,700958000000.0,749744000000.0,802683000000.0,860059000000.0,928122000000.0,1004976000000.0,1077541000000.0,1112432000000.0,1072990000000.0,1077145000000.0,1068690000000.0,1035964000000.0,1025652000000.0,1038949000000.0,1087112000000.0,1122967000000.0,1170024000000.0,1212276000000.0,1253710000000.0,1129214000000.0,1235474000000.0,1373629000000.0,1498324000000.0
71,Estonia,EST,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53011999.2968421,113427208.26065,870594380.738244,1516547346.73792,2083357670.3955,2861638000.0,3679970000.0,4573002000.0,5100431000.0,5406892000.0,6171645000.0,6982119000.0,7824856000.0,8746713000.0,9779619000.0,11345442000.0,13571163000.0,16402163000.0,16618922000.0,14132542000.0,14741766000.0,16741857000.0,18086559000.0,19163231000.0,20365580000.0,21010885000.0,22188959000.0,24316119000.0,26438472000.0,28472063000.0,27859289000.0,31456240000.0,36442805000.0,38187777000.0
72,Ethiopia,ETH,GDP (current LCU),NY.GDP.MKTP.CN,4001267988.0,4176045037.0,4341776063.0,4534303906.0,4960322964.0,5399996478.0,5811166040.0,6154405007.0,6549872162.0,6922468430.0,7613386137.0,8039744262.0,8096581758.0,8542906413.0,9474824630.0,9474489058.0,10233678613.0,11699310010.0,12450970170.0,13633120184.0,14516051890.0,15540863583.0,16352976900.0,18178045364.0,17177500832.0,20115002862.0,20895260819.0,22335303225.0,23144917816.0,24349269255.0,25831413863.0,28565584600.0,30140324300.0,38663344100.0,41066095700.0,49120169200.0,55355988200.0,57208774600.0,55147488800.0,59283334900.0,67159835100.0,68548836800.0,67067110300.0,73995583200.0,87325768600.0,107289698100.0,132651633500.0,173308781900.0,250206540400.0,337965157200.0,385876491200.0,515078541000.0,747326498000.0,866921083000.0,1060814376000.0,1297961440000.0,1568097000000.0,1832786000000.0,2200121000000.0,2690751000000.0,3374747000000.0,4341024000000.0,6157015000000.0,8722308000000.0
73,European Union,EUU,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Fragile and conflict affected situations,FCS,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Finland,FIN,GDP (current LCU),NY.GDP.MKTP.CN,2841424465.18532,3220830585.90881,3448684747.89314,3745298570.906,4224336153.35865,4671800044.56277,5008578668.08491,5493938181.03101,6298521033.67364,7189243164.49808,8023665000.0,8817574000.0,10282814000.0,12516003000.0,15772953000.0,18236338000.0,20700844000.0,22704837000.0,25109629000.0,29131785000.0,33660000000.0,38061000000.0,42792000000.0,47736000000.0,53442000000.0,58225000000.0,62676000000.0,67694000000.0,76709000000.0,85876000000.0,90964000000.0,86913000000.0,84786000000.0,85610000000.0,90646000000.0,98454000000.0,101977000000.0,110764000000.0,120431000000.0,126888000000.0,136386000000.0,144613000000.0,148440000000.0,151714000000.0,158741000000.0,164666000000.0,172861000000.0,187059000000.0,194253000000.0,181735000000.0,188147000000.0,197655000000.0,200378000000.0,203497000000.0,205855000000.0,210192000000.0,215717000000.0,224706000000.0,231905000000.0,238518000000.0,236387000000.0,248764000000.0,266124000000.0,273320000000.0
76,Fiji,FJI,GDP (current LCU),NY.GDP.MKTP.CN,89200000.0,92900000.0,97600000.0,102800000.0,111200000.0,116800000.0,119700000.0,130800000.0,145800000.0,159300000.0,191800000.0,211900000.0,261300000.0,338300100.0,450000000.0,562400100.0,623499700.0,660099700.0,702200000.0,852200000.0,983700100.0,1056000000.0,1113400000.0,1142200100.0,1275300000.0,1316400000.0,1461700000.0,1465200000.0,1587600000.0,1754279000.0,1980000000.0,2042000000.0,2303200000.0,2522500000.0,2673100000.0,2770900000.0,2987200000.0,3017600000.0,3284500000.0,3814100000.0,3572300000.0,3762000000.0,4009200000.0,4361200000.0,4693100000.0,5040000000.0,5325700000.0,5440100000.0,5614901400.0,5614080600.0,6024438100.0,6768488300.0,7109505300.0,7715729700.0,9167032442.55521,9822110337.91771,10327298779.0329,11064951592.9369,11650555594.7145,11762059234.9612,9613154937.34473,8914140560.81574,10939899925.2117,12245285027.1768
77,France,FRA,GDP (current LCU),NY.GDP.MKTP.CN,46481309000.0,50281978000.0,56364894000.0,63190365000.0,70056069000.0,75658295000.0,81984917000.0,88625577000.0,96660949000.0,111145548000.0,124403090000.0,138732576000.0,155047127000.0,178078991000.0,207570517000.0,233227562000.0,269807128000.0,304157521000.0,345186400000.0,394490600000.0,447415700000.0,504709600000.0,579250800000.0,642944700000.0,699501900000.0,749583300000.0,807707100000.0,848787800000.0,917932600000.0,988883500000.0,1043974800000.0,1082833000000.0,1121458100000.0,1134838600000.0,1172960400000.0,1213802400000.0,1246973700000.0,1289669200000.0,1346317600000.0,1395148000000.0,1473517300000.0,1530070900000.0,1578330400000.0,1622312800000.0,1696107700000.0,1762047700000.0,1846020800000.0,1937876300000.0,1989999700000.0,1935840200000.0,1996075100000.0,2062141400000.0,2088286700000.0,2120351900000.0,2153733100000.0,2201401600000.0,2231819200000.0,2291680500000.0,2355362800000.0,2432206800000.0,2318276200000.0,2508102300000.0,2655435000000.0,2822454600000.0
78,Faroe Islands,FRO,GDP (current LCU),NY.GDP.MKTP.CN,,,259900000.0,311400000.0,354800000.0,400300000.0,444800000.0,460700000.0,488900000.0,525800000.0,637000000.0,735900000.0,829300000.0,975400000.0,1199300000.0,1306700000.0,1635000000.0,2087900000.0,2193900000.0,2359900000.0,2778600000.0,3250000000.0,3700000000.0,4450000000.0,4412000000.0,4867000000.0,5574000000.0,6064000000.0,6520000000.0,6374000000.0,5946000000.0,5816000000.0,5509000000.0,4934000000.0,4826000000.0,5050000000.0,5738000000.0,6167000000.0,7402700000.0,7867000000.0,8625600000.0,9656700000.0,10066500000.0,9894300000.0,10333200000.0,10553000000.0,11998700000.0,12732900000.0,12693700000.0,12308900000.0,13114200000.0,13452600000.0,14059500000.0,15108500000.0,16354800000.0,17317000000.0,18938200000.0,19677000000.0,20134800000.0,21785300000.0,21404700000.0,23040300000.0,25238500000.0,26920300000.0
79,"Micronesia, Fed. Sts.",FSM,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,19885926.0,21783158.0,25100928.0,34821467.0,46095175.0,46119184.0,46813193.0,47305560.0,53656834.0,60270778.0,64186644.0,76472529.0,80055706.0,84110353.0,84676118.0,101931941.0,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,460000000.0
80,Gabon,GAB,GDP (current LCU),NY.GDP.MKTP.CN,34687500300.0,41114890200.0,44787683300.0,37850185700.0,52847427600.0,55500000000.0,60399990000.0,66800000000.0,72900020000.0,82699880000.0,89500020000.0,105100000000.0,108500000000.0,161100000000.0,371700000000.0,462400000000.0,719100000000.0,690200000000.0,539200000000.0,644600000000.0,904200000000.0,1049500000000.0,1188900000000.0,1292300000000.0,1556200000000.0,1500500000000.0,1178700000000.0,986300000500.0,1142100001300.0,1335500000000.0,1620600000000.0,1524201000000.0,1480260000000.0,1530840000000.0,2326762580000.0,2475200000000.0,2912800000000.0,3109100000000.0,2645000000000.0,2871000000000.0,3608200000000.0,3679028000000.0,3701273000000.0,3776236000000.0,4097532000000.0,5052603000000.0,5395402000000.0,5961579000000.0,6944822000000.0,5696993000000.0,7111476556500.0,8581582503200.0,8766489229800.0,8690531739900.0,8988342089900.0,8503461562900.0,8310636115400.0,8668907682300.0,9368896705900.0,9886900000000.0,8830776421395.47,10782812984803.4,12750057284669.7,11760418482600.0
81,United Kingdom,GBR,GDP (current LCU),NY.GDP.MKTP.CN,26155000000.0,27765000000.0,29017000000.0,30915000000.0,33717000000.0,36366000000.0,38776000000.0,40960000000.0,44900000000.0,48527000000.0,54451000000.0,60860000000.0,68054000000.0,78594000000.0,88183000000.0,109274000000.0,129450000000.0,150816000000.0,175163000000.0,207293000000.0,243097000000.0,269085000000.0,294814000000.0,323001000000.0,346946000000.0,381251000000.0,410311000000.0,455965000000.0,511671000000.0,566512000000.0,615673000000.0,647966000000.0,672170000000.0,707734000000.0,745196000000.0,851845000000.0,909993000000.0,953405000000.0,998501000000.0,1043248000000.0,1100752000000.0,1146135000000.0,1191439000000.0,1258334000000.0,1322637000000.0,1398749000000.0,1472038000000.0,1544637000000.0,1593600000000.0,1548802000000.0,1608553000000.0,1662590000000.0,1713715000000.0,1781361000000.0,1862514000000.0,1916451000000.0,1991645000000.0,2082482000000.0,2152304000000.0,2233921000000.0,2103486000000.0,2285400000000.0,2526428000000.0,2720029000000.0
82,Georgia,GEO,GDP (current LCU),NY.GDP.MKTP.CN,2841.0,3000.0,3319.0,3334.0,3590.0,3945.0,4165.0,4482.0,4711.0,5094.0,5698.0,6022.0,6108.0,6529.0,7166.0,7748.0,8264.0,8955.0,9669.0,10674.0,11274.0,12298.0,12984.0,13161.0,14053.0,14079.0,13717.0,14217.0,14672.0,14354.0,14966.0,19146.0,149200.0,16396900.0,902300000.0,2432203500.0,3868500000.0,4554900000.0,5022100000.0,5668700000.0,6043100000.0,6674000000.0,7456000000.0,8564100000.0,9824300000.0,11620900000.0,13789900000.0,16993800000.0,19074900000.0,17986000000.0,22149000000.0,26099000000.0,27897000000.0,29138000000.0,31722000000.0,34548000000.0,36553000000.0,41340000000.0,45374000000.0,49726000000.0,49789000000.0,60724000000.0,72860000000.0,80882761660.0357
83,Ghana,GHA,GDP (current LCU),NY.GDP.MKTP.CN,86900.0,93000.0,98700.0,110000.0,123600.0,146600.0,151800.0,150400.0,170000.0,200100.0,225900.0,250000.0,281500.0,350100.0,466000.0,528300.0,652600.0,1116300.0,2098600.0,2822200.0,4285200.0,7262600.0,8645100.0,18403800.0,27056100.0,34304800.0,51139300.0,74600000.0,105119600.0,141721400.0,192079100.0,242752900.0,280287500.0,387210000.0,520500000.0,775170000.0,1133870000.0,1411340000.0,1729600000.0,2057980000.0,2715250000.0,3807070000.0,4886200000.0,6615770000.0,7988791000.0,9726080000.0,19112044100.0,23154448200.0,30178598000.0,36597592000.0,46042100100.0,59816320900.0,75315365300.0,124477578800.0,158683994600.0,183525640000.0,219594595400.0,262797966100.0,308587395700.0,356544265600.0,391940733200.0,461694936000.0,614336252700.0,841632931000.0
84,Gibraltar,GIB,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Guinea,GIN,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,79491244444.0,88465686089.0,95562129221.0,106730971300.0,116994349811.0,126164173287.0,144601511158.0,146201017654.0,159510311452.0,169614759965.0,184880788236.0,202074767716.0,266737988603.0,349427679418.0,443772837177.0,554494011199.0,970056789780.0,1275231727554.0,1649227769308.0,2098023019412.0,2566939693985.0,3314094842900.0,4319883199900.0,4568358004800.0,4817552515200.0,5339449046200.0,5663901620900.0,6042818954800.0,6471249719500.0,7001946457500.0,7629382508000.0,8047082244500.0,8499306768600.0,9974612950600.0,11894558875600.0,15606743201000.0,21727827178316.3,26369934823585.5,32047004378843.4,32248421631105.2,39243439615400.0,45175655589600.0,53358073367100.0,57864624960500.0,61573254917700.0,65829144378600.0,77087899618300.0,93833883938300.0,106845291575900.0,123457571240300.0,134759513502400.0,159336610898300.0,170314011043600.0,188931799000000.0
86,"Gambia, The",GMB,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,78950000.0,85700000.0,85750000.0,94100000.0,108950000.0,114500000.0,118400000.0,128000000.0,163900000.0,208250000.0,249700100.0,316650100.0,358400000.0,391114800.0,414899900.0,435385000.0,494649900.0,563200100.0,635600000.0,878950000.0,1285600000.0,1560800000.0,1788950000.0,2154650100.0,2498299900.0,6028584000.0,6353802300.0,6881759800.0,7152734100.0,7501791000.0,8310348600.0,8197194300.0,8943240100.0,9283855300.0,10011609000.0,10783519400.0,11517189700.0,13895461100.0,28885956400.0,29367003000.0,29584431200.0,31830608000.0,34659278900.0,38638120500.0,43230706500.0,41531716100.0,45389296600.0,49463596600.0,51309079300.0,58581061600.0,64389939300.0,70142188200.0,80445799900.0,90793764500.0,93329809100.0,105487037500.0,121093207400.0,146701897300.0
87,Guinea-Bissau,GNB,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,112379892.0,109936331.0,122761907.0,137075456.0,156115996.0,180491557.0,192281219.0,183966873.0,221300326.0,235373938.0,220648363.0,265472371.0,322382128.0,384011077.0,667880084.0,920514661.0,1944170734.0,3886340867.0,7298699778.0,15430018807.0,21322904383.0,37625753100.0,62758244500.0,95511221200.0,121484031000.0,183560135400.0,285224593800.0,407463804100.0,348681642000.0,356714989400.0,277936765100.0,302195250400.0,323807097500.0,321039797600.0,307000298400.0,337327267900.0,331626331500.0,360489206000.0,424889763700.0,418640077400.0,465162289900.0,545269683100.0,535784038200.0,548071929600.0,560538364900.0,681303000000.0,737838000000.0,853553000000.0,863238000000.0,930801000000.0,947645000000.0,1027987000000.0,1120652000000.0,1242466000000.0
88,Equatorial Guinea,GNQ,GDP (current LCU),NY.GDP.MKTP.CN,,,2235200000.0,2656000000.0,3114900000.0,3884900000.0,4146600000.0,4459600000.0,4726000000.0,4705800000.0,4643200000.0,4511800000.0,4205200000.0,4730900000.0,5431800000.0,5987300000.0,6934700000.0,7899100000.0,,,5602621900.0,6781722600.0,9732420000.0,12748763200.0,16179180400.0,27907572800.0,26460332300.0,28053843700.0,29944068500.0,28157578500.0,30526167800.0,31287356900.0,35655887100.0,38523676000.0,55968521200.0,70805881800.0,118917024200.0,258179067200.0,218687827900.0,382421723200.0,744726139300.0,1071071157000.0,1259278371800.0,1444135082900.0,2330139756500.0,4334400062300.0,5274146000000.0,6264840820000.0,8844107000000.0,7095919000000.0,8072293000000.0,10064618859000.0,11430511000000.0,10840521000000.0,10746852000000.0,7795420000000.0,6661366440400.0,7084543000000.0,7274689000000.0,6658371000000.0,5694742030100.0,6774079091200.0,8537800376800.0,7483584973200.0
89,Greece,GRC,GDP (current LCU),NY.GDP.MKTP.CN,376366000.0,430732000.0,452579000.0,511808000.0,579038000.0,667546000.0,745886000.0,805276000.0,876038000.0,1008432000.0,1140226000.0,1266215000.0,1465258000.0,1915017000.0,2199887000.0,2646951000.0,3293136000.0,3856260000.0,4705953000.0,5839812000.0,7010511000.0,8393161000.0,10556236000.0,12594777000.0,15664090000.0,19112222000.0,22838609000.0,25727529000.0,31306014000.0,37207177000.0,44905564000.0,55458894000.0,64111815000.0,72188550000.0,81865805000.0,91769240000.0,100664108000.0,111193250000.0,121086192000.0,128668045000.0,136161171000.0,147438724000.0,158902258000.0,174096009000.0,188905200000.0,194773381000.0,214298875000.0,229282767000.0,238735403000.0,234322608000.0,223590494000.0,203474989000.0,185899164000.0,178113897000.0,176071843000.0,175362878000.0,174448185000.0,177378457000.0,180615656000.0,185181215000.0,167539518000.0,184574585000.0,207854185000.0,225196891000.0
90,Grenada,GRD,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,193035137.0,238470443.0,276059778.0,299431234.0,312260181.0,338676093.0,355869591.0,392939939.0,452866829.0,506491711.0,580525838.0,638165314.0,721784634.0,750866660.0,812046300.0,837433200.0,836492900.0,877801900.0,923865800.0,990660900.0,1058914600.0,1203939700.0,1301425300.0,1404119800.0,1405199300.0,1458909700.0,1595749700.0,1617620200.0,1878000000.0,1886491800.0,2048445700.0,2230135300.0,2082444000.0,2081740000.0,2102370000.0,2159680000.0,2275070000.0,2461040000.0,2691920000.0,2866430000.0,3039350000.0,3149590000.0,3276410000.0,2817210000.0,3031560000.0,3306360000.0,3555180000.0
91,Greenland,GRL,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,521400200.0,656983900.0,737328900.0,847860100.0,1035639000.0,1213543600.0,1455517600.0,1694519500.0,1963137200.0,2213000000.0,2683000000.0,3104000000.0,3353000000.0,3806000000.0,3929000000.0,4375000000.0,4879000000.0,5386000000.0,6049000000.0,6797000000.0,6306000000.0,6502000000.0,6265000000.0,6012000000.0,6398000000.0,6773000000.0,6944000000.0,7081000000.0,7705000000.0,7894000000.0,8633000000.0,9040000000.0,9230000000.0,10268600000.0,10918700000.0,11093100000.0,11971500000.0,12247300000.0,12740700000.0,13562800000.0,14078000000.0,14412100000.0,15116500000.0,15079500000.0,15951000000.0,16813800000.0,18223700000.0,18828900000.0,19296100000.0,19990400000.0,20168700000.0,20343900000.0,,
92,Guatemala,GTM,GDP (current LCU),NY.GDP.MKTP.CN,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,11179899900.0,15838000100.0,17710999600.0,20544999400.0,23684599800.0,34316931700.0,47302324900.0,53985418500.0,64243235700.0,74669184400.0,85156693000.0,95478558700.0,107873382000.0,124022534000.0,135286970000.0,149743023000.0,144639135000.0,159908446000.0,171335652000.0,187356905000.0,204462894000.0,226134533000.0,257576324000.0,291089203000.0,303007101000.0,327762554000.0,364949303000.0,388499254000.0,416383221000.0,447326327000.0,476022821000.0,502001705000.0,526507414000.0,551368082100.0,593972019900.0,600122500900.0,668860868600.0,740968640100.0,818054049200.0
93,Guam,GUM,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,
94,Guyana,GUY,GDP (current LCU),NY.GDP.MKTP.CN,291800000.0,318600000.0,334200000.0,301300000.0,333900000.0,362500000.0,388800000.0,425300000.0,459500000.0,498600000.0,535600000.0,564100000.0,599300000.0,644800000.0,954700000.0,1187500000.0,1136100000.0,1124700000.0,1267700000.0,1326100000.0,1508000000.0,1596999900.0,1446000000.0,1468000000.0,1663000100.0,1950000000.0,2169999900.0,3475000100.0,4137999900.0,10329999400.0,15664999400.0,38966000000.0,46734000000.0,59124000000.0,74803003400.0,88271003600.0,99039002600.0,106678001700.0,108002000900.0,123664998400.0,130012004400.0,133403800000.0,138447850000.0,144064000000.0,156229500000.0,164873000000.0,476411796400.0,552603000000.0,616029000000.0,645637000000.0,699064000000.0,753107000000.0,830326000000.0,856042000000.0,852152000000.0,883787000000.0,925677000000.0,980498000000.0,994472000000.0,1078729000000.0,1140757000000.0,1676624371700.0,3068783693000.0,3577757744400.0
95,High income,HIC,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Hong Kong SAR, China",HKG,GDP (current LCU),NY.GDP.MKTP.CN,7116188200.0,7455000000.0,8687000000.0,10427000000.0,11888000000.0,13953000000.0,14282000000.0,15475000000.0,16533000000.0,19437000000.0,23106000000.0,26681000000.0,32213000000.0,41327000000.0,47240000000.0,49589000000.0,63156000000.0,73284000000.0,85782000000.0,112691000000.0,143619000000.0,173578000000.0,196005000000.0,217281000000.0,261992000000.0,278128000000.0,320525000000.0,394770000000.0,466076000000.0,536558000000.0,599256000000.0,691323000000.0,807130000000.0,931010000000.0,1049610000000.0,1119006000000.0,1235301000000.0,1373083000000.0,1308074000000.0,1285946000000.0,1337501000000.0,1321142000000.0,1297341000000.0,1256669000000.0,1316949000000.0,1412125000000.0,1503351000000.0,1650756000000.0,1707487000000.0,1659245000000.0,1776332000000.0,1934430000000.0,2037059000000.0,2138305000000.0,2260005000000.0,2398280000000.0,2490598000000.0,2659611000000.0,2835429000000.0,2845022000000.0,2675793000000.0,2867973000000.0,2808981000000.0,2981601000000.0
97,Honduras,HND,GDP (current LCU),NY.GDP.MKTP.CN,671300000.0,712400000.0,775500000.0,820400000.0,914000000.0,1017300000.0,1099900000.0,1196200000.0,1293600000.0,1336000100.0,1446000000.0,1462000000.0,1605999900.0,1824999900.0,2069000000.0,2248000000.0,2695999900.0,3338999900.0,6194484186.0,7088563953.0,7936320092.0,8087789757.0,8533007051.0,8953394370.0,9830623693.0,10556241425.0,11355657918.0,12381042483.0,13753330823.0,15753800215.0,20243415276.0,24715575700.0,27179970600.0,32103058400.0,39036009800.0,51281997600.0,61745943200.0,75442860400.0,86200247200.0,92048369600.0,106654200000.0,118415700000.0,129166600000.0,142817800000.0,161507500000.0,183747400000.0,206288000000.0,233567200000.0,262416900000.0,275632200000.0,299286000000.0,335027800000.0,361348500000.0,376539400000.0,414633500000.0,460405200000.0,495921900000.0,543403000000.0,575284900000.0,609827000000.0,574041800000.0,675932700000.0,769494100000.0,846309200000.0
98,Heavily indebted poor countries (HIPC),HPC,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
